Constituency Number,Constituency Name,District,Candidate Name,Party,Votes,EVM Round Status,Image URL,Last Updated
218,KOVILPATTI,THOOTHUKUDI,KANNAN.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam, 237 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SKAN-2026-20260406025359.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,PREMKUMAR.K,Independent, 210 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PREMK-2026-20260409012833.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,PANDIMUNEESWARI.K,Independent, 195 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KPAN-2026-20260406084255.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,PARAMASIVAN.S,Independent, 167 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PARAM-2026-20260406031513.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,SARAVANAN.S,Thamizh Perarasu Katchi, 149 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SSAR-2026-20260404121250.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,SEKAR.C,Independent, 111 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CSEK-2026-20260406073924.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,RAMACHANDRAN.R,Bahujan Samaj Party, 80 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAMAC-2026-20260404034108.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,HARI BALAKRISHNAN.G,Puthiya Makkal Tamil Desam Katchi, 68 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/HARIB-2026-20260409102114.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,CHINNA MAHARAJA.K,Independent, 57 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/CHINN-2026-20260409101701.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,RENGANAYAGALU.S,Independent, 54 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SREN-2026-20260407033112.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,GURUSAMY.K,Independent, 53 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GURUS-2026-20260406023155.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,GUNASEKARAN.P,Independent, 30 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/GUNAS-2026-20260409101508.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,PONNUSAMY.M,Independent, 29 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MPON-2026-20260402023042.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,ARUMUGAVEL.T,Naam Indiar Party, 25 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/TARU-2026-20260330040634.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,MUNEESWARAN.R,Independent, 24 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RMUN-2026-20260406075254.jpg,02:27 PM On 04/05/2026
218,KOVILPATTI,THOOTHUKUDI,NOTA,None of the Above, 205 ,Status of EVM Round:9/23,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,P .MATHANRAJA,Tamilaga Vettri Kazhagam," 40,691 ",Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PMAT-2026-20260409070036.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,P.M.RAMAJEYAM,Dravida Munnetra Kazhagam," 22,816 ",Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PMR-2026-20260409065749.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,R SUNDARARAJ,Amma Makkal Munnettra Kazagam," 12,105 ",Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RSUND-2026-20260409065528.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,DR.K. KRISHNASAMY,Puthiya Tamilagam," 9,656 ",Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DRK-2026-20260409070156.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,M. ANUSIYA,Naam Tamilar Katchi," 8,252 ",Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MANU-2026-20260409064808.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,C. ARUNA DEVI,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi, 388 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/CARU-2026-20260409065005.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,C .SELVAKUMAR,Tamizhaga Vaazhvurimai Katchi, 256 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/CSEL-2026-20260409070335.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,M. ANANTH,Independent, 159 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MANA-2026-20260409065345.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,VEDAPRAKASH. A,Independent, 155 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/VEDAP-2026-20260409064630.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,S .MUTHUSELVAM,Independent, 147 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SMUT-2026-20260409070513.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,SUBBULAKSHMI. S,Naam Indiar Party, 114 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SUBBU-2026-20260409065206.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,M .LAKSHMANAN,Independent, 88 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MLAK-2026-20260409070653.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,G .MURUGAN,Independent, 71 ,Status of EVM Round:11/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/GMUR-2026-20260409065900.jpg,02:24 PM On 04/05/2026
217,OTTAPIDARAM,THOOTHUKUDI,NOTA,None of the Above, 406 ,Status of EVM Round:11/23,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:24 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,M.KEERTHIKA,All India Anna Dravida Munnetra Kazhagam," 39,312 ",Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MKEE-2026-20260406060444.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,RAJEEV,Tamilaga Vettri Kazhagam," 38,830 ",Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAJEE-2026-20260404055124.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,RM. KARUMANICKAM,Indian National Congress," 38,447 ",Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RKAR-2026-20260406061845.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,N PREMNATH,Naam Tamilar Katchi," 8,064 ",Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/NPREM-2026-20260330054434.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,S SURESH KASINI VENTHAN,All India Forward Bloc," 1,159 ",Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SURES-2026-20260404064416.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,A SEGU ALI UDUMAN,Independent, 325 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SEGUA-2026-20260406064355.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,A DINESH KUMAR,Independent, 317 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ADINE-2026-20260404053456.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,S.BALUSAMY,Puthiya Tamilagam, 308 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SBAL-2026-20260406063341.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,ALAGARSAMY PANDIAN,Independent, 300 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/ALAGA-2026-20260410015632.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,R THILAGESWARAN,Independent, 285 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RTHIL-2026-20260404065938.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,B SIKKANDAR,Independent, 223 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BSIKK-2026-20260404054209.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,K KALEESWARAN,Tamizhaga Vaazhvurimai Katchi, 155 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/KKALE-2026-20260410015605.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,MS ABDUL BAKKI,Independent, 148 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MSABD-2026-20260410015500.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,A MUTHUSAMY,Bahujan Samaj Party, 138 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/AMUTH-2026-20260410015410.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,R ILAIYARAJA,Indhu Dravida Makkal Katchi, 114 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RILAI-2026-20260406055511.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,SAKTHIK KUMAR,Independent, 94 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SAKTH-2026-20260402043916.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,DEVASITHAM,Independent, 81 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DEVAS-2026-20260410020015.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,N ANBU BAGURUDEEN,Independent, 70 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/NANBU-2026-20260404052752.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,M.VIJAY,Independent, 68 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MVIJ-2026-20260410015714.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,ALLA PICHAI,Independent, 59 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ALLAP-2026-20260406054756.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,A MANI,Independent, 40 ,Status of EVM Round:16/27,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/AMANI-2026-20260410015433.jpg,02:27 PM On 04/05/2026
210,TIRUVADANAI,RAMANATHAPURAM,NOTA,None of the Above, 166 ,Status of EVM Round:16/27,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,E. RAJA,Dravida Munnetra Kazhagam," 37,921 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ERAJA-2026-20260406093508.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,ANANTHAN AYYASAMY,Bharatiya Janata Party," 31,644 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ANANT-2026-20260406111532.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,R. AMUTHARANI,Tamilaga Vettri Kazhagam," 27,152 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAMUT-2026-20260404053210.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,ESAI MATHIVANAN,Naam Tamilar Katchi," 6,883 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ESAIM-2026-20260330040526.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,K. PAULRAJ,Puthiya Tamilagam," 2,200 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KPAUL-2026-20260406114451.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,A. PONNUTHAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam," 1,299 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/2026/ac/E32/S22/220/1775314354WhatsAppImage2026-04-04at25615PM.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,A. PALANIKUMAR,Independent, 612 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/APALA-2026-20260407122502.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,SENTHILKUMAR,Independent, 438 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SENTH-2026-20260407124637.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,PRABAKARAN .R,Independent, 317 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PRABA-2026-20260407123807.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,P. KARPAGAVALLI,Independent, 273 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PKARP-2026-20260406101437.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,I. SARAVANAN,Independent, 232 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ISARA-2026-20260406102318.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,R. RAMESHKUMAR,Bahujan Samaj Party, 190 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RRAME-2026-20260404051001.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,K. NAGARAJAN,Independent, 159 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KNAGA-2026-20260406103556.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,K. RAMACHANDRAN,Independent, 106 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KRAMA-2026-20260402050212.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,SELVARAJ .C,Independent, 97 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SELVA-2026-20260402052732.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,K. RAJENDRAN,Puthiya Makkal Tamil Desam Katchi, 74 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KRAJE-2026-20260406091140.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,M. ARUMUGASAMY,Independent, 66 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MARUM-2026-20260402061641.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,B. VEERALAKSHMI,Tamilaga Makkal Nala Katchi, 62 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BVEER-2026-20260330032323.jpg,02:27 PM On 04/05/2026
220,VASUDEVANALLUR,TENKASI,NOTA,None of the Above, 383 ,Status of EVM Round:13/23,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,DR. DHILIPAN JAISHANKAR,All India Anna Dravida Munnetra Kazhagam," 36,454 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DRDH-2026-20260404011005.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,C. RAMARAJAN,Tamilaga Vettri Kazhagam," 34,924 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CRAM-2026-20260404034438.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,SANGAI. GANESAN,Indian National Congress," 25,338 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SANGA-2026-20260406055359.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,M. KAVITHA,Naam Tamilar Katchi," 7,745 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MKAV-2026-20260406045509.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,VASANTHI MURUGESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam," 4,912 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VASAN-2026-20260406061517.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,PRABAKARAN,Puthiya Tamilagam," 1,848 ",Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PRABA-2026-20260406034550.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,K.SURESH,Independent, 411 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KSUR-2026-20260402045458.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,ANAND,Independent, 390 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ANAND-2026-20260404040639.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,S. MARIAPPAN,Bahujan Samaj Party, 289 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SMAR-2026-20260404043516.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,V. PAULPANDIAN,Independent, 289 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VPAU-2026-20260406013440.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,C. RAVI,Tamilaga Makkal Nala Katchi, 235 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CRAV-2026-20260330043438.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,K. RAVIKUMAR,Independent, 199 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KRAV-2026-20260406032018.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,S.ARULRAJ,Independent, 176 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SARU-2026-20260402020703.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,K. SUBBURAJ,Independent, 125 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KSUB-2026-20260406025641.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,J. PANDI,Bharatha Makkal Katchi, 104 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/JPAN-2026-20260406124728.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,S. MUTHUSELVAN,Independent, 103 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SMUT-2026-20260406091610.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,K. THANGAVEL,Puthiya Makkal Tamil Desam Katchi, 97 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KTHA-2026-20260406080137.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,VELRAJ .S,Tamizhaga Vaazhvurimai Katchi, 94 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VELRA-2026-20260406051126.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,N.SELVAM,Naam Indiar Party, 81 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/NSEL-2026-20260402023947.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,M. RAJ,Independent, 70 ,Status of EVM Round:13/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MRAJ-2026-20260406052926.jpg,02:27 PM On 04/05/2026
219,SANKARANKOVIL,TENKASI,NOTA,None of the Above, 316 ,Status of EVM Round:13/23,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,MURUGHAN.R.S.,Tamilaga Vettri Kazhagam," 47,523 ",Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RSM-2026-20260404061858.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,SUBRAMANIAN.S,Dravida Munnetra Kazhagam," 42,741 ",Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SUBRA-2026-20260404053944.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,THACHAI GANESARAJA,All India Anna Dravida Munnetra Kazhagam," 30,445 ",Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/NGAN-2026-20260404060515.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,SATHYA. B.,Naam Tamilar Katchi," 10,527 ",Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BSAT-2026-20260330035701.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,DR.SHYAM KRISHNASAMY,Puthiya Tamilagam," 8,961 ",Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DRK-2026-20260406081831.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,ARUMUGARAJ. S.,Tamizhaga Vaazhvurimai Katchi, 357 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SARU-2026-20260404065018.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,THALABATHI MURUGAN. M.,Independent, 342 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/THALA-2026-20260410094825.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,MURUGAN.S.,Independent, 320 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SMUR-2026-20260406095337.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,MUGESH SUBRAMANIAN,Independent, 270 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MUGES-2026-20260406075514.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,CHENDUR MAHARAJAN,Puthiya Makkal Tamil Desam Katchi, 255 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MAHAR-2026-20260402033551.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,VEERABAGHU. M.,Independent, 240 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MVEE-2026-20260406075840.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,KANNAN. G.,Aanaithinthiya Jananayaka Pathukappu Kazhagam, 238 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GKAN-2026-20260406085351.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,SUBRAMANIAN. E.,Independent, 186 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ESUB-2026-20260406100237.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,ATHISAYA PNDIYAN. V.,Independent, 164 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ATHIS-2026-20260330033451.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,MURUGAN. P.,Thamizhaka Padaippalar Makkal Katchi, 160 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PMUR-2026-20260406101111.jpg,02:27 PM On 04/05/2026
224,TIRUNELVELI,TIRUNELVELI,VELAYUTHAM. P.,Independent, 152 ,Status of EVM Round:18/28,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PVEL-2026-20260406074416.jpg,02:27 PM On 04/05/2026
